latitude,longitude,storeNumber,addressLocality,addressRegion,streetAddress,postalCode
35.1827528,-89.870464,198547,Memphis,TN,5784 Raleigh Lagrange Rd,38134
35.2210032,-89.892167,127069,Memphis,TN,5123 Yale Rd,38134
35.227676,-89.845768,663228,Memphis,TN,6490 Memphis Arlington Rd,38135
35.910242,-88.7533493,189939,Milan,TN,5019 Liberty St,38358
35.3438899,-89.9073694,105141,Millington,TN,7979 Us-51 N,38053
36.191138,-83.268811,601599,Morristown,TN,179 Millers Landing Blvd,37813
36.227071,-83.265074,116670,Morristown,TN,2423 E Andrew Johnson Hwy,37814
36.200414,-83.340369,109710,Morristown,TN,3332 W Andrew Johnson Hwy,37814
36.2309452,-86.5159461,202153,Mount Juliet,TN,11362 Lebanon Rd,37122
35.82461,-86.417486,94129,Murfreesboro,TN,1515 Warrior Dr,37128-0913
35.8712088,-86.3823023,70804,Murfreesboro,TN,235 Mtcs Dr,37129-1581
35.842918,-86.367019,18028,Murfreesboro,TN,118 N Baird Ln,37130-4015
36.228026,-86.758394,279851,Nashville,TN,3041 Dickerson Pike,37207-2977
36.149362,-86.85959,246571,Nashville,TN,5631 Charlotte Pike,37209-3212
36.084992,-86.7272,216464,Nashville,TN,539 Paragon Mills Rd,37211-3711
36.05193,-86.71389,359558,Nashville,TN,5320 Nolensville Pike,37211-6490
36.1367707,-86.7996321,300407,Nashville,TN,2004 Belcourt Ave,37212-3720
36.150064,-86.666854,303006,Nashville,TN,504 Donelson Pike,37214-3715
36.105689,-86.815707,293280,Nashville,TN,2109 Abbott Martin Rd,37215-2629
36.1975591,-86.7417302,235997,Nashville,TN,2610 Gallatin Pike,37216-3740
36.132795,-86.700527,676047,Nashville,TN,162 Massman Manor Dr,37217
36.0943005,-86.6532114,695533,Nashville,TN,Murfreesboro Pike,37217
36.127011,-86.7091,712226,Nashville,TN,1001b Thompson Pl,37217
36.1269084,-86.7099485,205791,Nashville,TN,1001 Thompson Pl,37217-1801
36.0935421,-86.6526983,371640,Nashville,TN,2113 Murfreesboro Pike,37217-3310
36.2107453,-86.8389793,268796,Nashville,TN,3956 Clarksville Pike,37218-1910
36.07365,-86.92354,656470,Nashville,TN,7087 Old Harding Rd,37221
36.2666254,-86.6536956,400573,Nashville,TN,232 Old Hickory Blvd,37221-1302
36.004017,-84.288535,234584,Oak Ridge,TN,1952 Oak Ridge Tpke,37830
35.22896,-89.53183,683963,Oakland,TN,6304 Highway 64,38060
35.229939,-89.493377,242100,Oakland,TN,6302 Us-64,38060
36.503686,-84.515398,247601,Oneida,TN,Us-27 & Church St,37841
36.50416,-84.515222,840636,Oneida,TN,18750 Alberta St,37841-2128
36.50375,-84.513211,797724,Oneida,TN,Hwy 27 And Church Ave,37841-2402
35.044803,-85.052832,660938,Ooltewah,TN,4800 College Dr,37363
35.061198,-85.069699,295950,Ooltewah,TN,"9325 Apison Pike, Ste 102",37363
36.3016241,-88.3095749,258024,Paris,TN,201 Tyson Ave,38242
35.7975202,-83.567023,263448,Pigeon Forge,TN,2888 Parkway,37863
36.588462,-86.521741,33646,Portland,TN,453 N Broadway,37148-1702
36.0287658,-84.0317079,279677,Powell,TN,2145 W Emory Rd,37849
35.1935503,-87.0335436,284195,Pulaski,TN,603 S 1st St,38478
35.739999,-89.539485,225692,Ripley,TN,291 S Washington St,38063
35.7401,-89.539056,840641,Ripley,TN,291 S Washington St,38063-1732
35.880613,-84.629375,601649,Rockwood,TN,106 University Dr,37854
36.4205,-82.9951,451309,Rogersville,TN,111 Kmart Dr,37857
35.2265461,-88.2252464,238962,Savannah,TN,1201 Wayne Rd,38372
35.167773,-88.588013,245105,Selmer,TN,226 E Court Ave,38375
35.867204,-83.551538,255078,Sevierville,TN,604 Wall St,37862
35.879646,-83.777183,636118,Seymour,TN,10635 Chapman Hwy,37865
35.879202,-83.777923,264782,Seymour,TN,10623 Chapman Hwy,37865
35.487411,-86.443214,273500,Shelbyville,TN,757 Madison St,37160
35.2026772,-85.3665014,279060,Signal Mountain,TN,1211 Taft Hwy,37377
35.9589,-86.5139,451328,Smyrna,TN,100 Suzinne St,37167
35.975158,-86.515013,309591,Smyrna,TN,115 Enon Springs Rd W,37167-3016
35.907345,-85.449551,622300,Sparta,TN,205 Seminole Ln,38583
35.947567,-85.4740877,286455,Sparta,TN,402 N Spring St,38583
35.772929,-86.913472,293214,Spring Hill,TN,"3012 Longford Dr, Ste 11",37174
36.493601,-86.875668,31031,Springfield,TN,2114 Memorial Blvd,37172-3999
35.593367,-84.4678603,206730,Sweetwater,TN,706 S Main St,37874
36.447823,-83.573773,682471,Tazewell,TN,1446 N Broad St,37879
35.9789186,-88.9301315,210468,Trenton,TN,1928 Us-45-byp S,38382
35.365359,-86.204528,214534,Tullahoma,TN,400 E Lincoln St,37388
36.414408,-89.052098,218173,Union City,TN,620 E Reelfoot Ave,38261
36.098037,-84.582136,303496,Wartburg,TN,3686 Morgan County Hwy,37887
36.4263,-86.6921,451342,White House,TN,628 Highway 46,37188
36.437385,-86.680997,318747,White House,TN,3001 Old Us 31 W,37188-5228
35.1817432,-86.1053854,325419,Winchester,TN,668 S College St,37398
33.4153543,-111.5824592,670450,Apache Junction,AZ,11518 E Apache Trl,85220
33.41255,-111.549922,161910,Apache Junction,AZ,"183 W Apache Trl, #b104",85220
33.415365,-111.5963601,170255,Apache Junction,AZ,10826 E Apache Trl,85220
32.7569725,-111.6711166,262988,Arizona City,AZ,13540 S Sunland Gin Rd,85223
33.4354404,-112.303221,113973,Avondale,AZ,11345 W Buckeye Rd,85323
33.4935888,-112.2913202,116258,Avondale,AZ,10719 W Indian School Rd,85392
33.390162,-112.590931,681169,Buckeye,AZ,6213 S Miller Rd,85326
35.061738,-114.590346,119383,Bullhead City,AZ,2150 Highway 95,86442
,,223813,Camp Verde,AZ,452 W Finnie Flats Rd,86322
32.87957,-111.753578,642534,Casa Grande,AZ,104 W Florence Blvd,85122
32.8795952,-111.7563878,258367,Casa Grande,AZ,304 W Florence Blvd,85222
33.754095,-111.990852,232560,Cave Creek,AZ,29605 N Cave Creek Rd,85331
33.3201,-111.86,442048,Chandler,AZ,940 N Alma School Rd # 2,85224
33.334768,-111.84225,294309,Chandler,AZ,25 W Warner Rd,85225
33.319092,-111.908927,289260,Chandler,AZ,3875 W Ray Rd,85226
33.26148,-111.858447,638640,Chandler,AZ,3065 S Alma School Rd,85248
33.261437,-111.856841,279433,Chandler,AZ,3125 S Alma School Rd,85248
34.760413,-112.453617,856978,Chino Valley,AZ,1021 N State Route 89,86323
34.9572,-112.405,442084,Chino Valley,AZ,1021 N Highway 89,86323
32.9930737,-111.5239171,265204,Coolidge,AZ,1417 N Arizona Blvd,85228
34.7318501,-112.0098055,230897,Cottonwood,AZ,"415 S Main St, Ste B",86326
33.6090206,-112.3301387,296985,El Mirage,AZ,12550 W Thunderbird Rd,85335
35.181589,-111.6612908,149063,Flagstaff,AZ,1541 S Milton Rd,86001
35.2070554,-111.6471903,212436,Flagstaff,AZ,1000 N Humphreys St,86001
35.211544,-111.6094783,217737,Flagstaff,AZ,2577 E 7th Ave,86004
33.607828,-111.721486,304102,Fountain Hills,AZ,"16605 E Palisades Blvd, Ste 130",85268
33.319333,-111.806088,233668,Gilbert,AZ,727 W Ray Rd,85233
33.371319,-111.790078,241257,Gilbert,AZ,1184 N Gilbert Rd,85234
33.336525,-111.757215,231194,Gilbert,AZ,754 S Val Vista Dr,85296
33.5221197,-112.20308,221439,Glendale,AZ,5821 N 67th Ave,85301
33.5530868,-112.1689147,113944,Glendale,AZ,5102 W Northern Ave,85301
33.5381,-112.167,442131,Glendale,AZ,4935 W Glendale Ave,85301
33.538448,-112.166443,856976,Glendale,AZ,"4935 W Glendale Ave, Ste 7",85301-2701
33.5674749,-112.1676151,609406,Glendale,AZ,5025 W Olive Ave,85302
33.6093379,-112.1684611,230859,Glendale,AZ,13706 N 51st Ave,85304
33.63823,-112.189758,442132,Glendale,AZ,6033 W Bell Rd,85308
33.6700876,-112.1866521,357623,Glendale,AZ,20219 N 59th Ave,85308
33.63932,-112.151791,619153,Glendale,AZ,3510 W Bell Rd,85308
33.698317,-112.139729,667566,Glendale,AZ,3632 W Pinnacle Peak Rd,85310
33.4063,-110.793,442163,Globe,AZ,1324 North Broad Street,85501
33.488657,-112.35142,187195,Goodyear,AZ,"14175 W Indian School Rd Byp, Ste A3",85395
31.902551,-110.98742,390424,Green Valley,AZ,"1060 W Beta St, Ste 160",85614
35.2181822,-114.0301967,201589,Kingman,AZ,1949 E Beverly Ave,86409
34.476505,-114.3317273,223583,Lake Havasu City,AZ,1850 Mcculloch Blvd N,86403
33.3904,-112.168,442187,Laveen,AZ,6170 South 51st Avenue,85339
32.425652,-111.046103,674270,Marana,AZ,12060 N Thornydale Rd,85742
33.0617589,-112.0479745,273647,Maricopa,AZ,20046 N John Wayne Pkwy,85239
33.423314,-111.839324,184111,Mesa,AZ,340 W University Dr,85201
33.405419,-111.87496,353628,Mesa,AZ,510 S Dobson Rd,85202
33.364001,-111.881217,636469,Mesa,AZ,2121 W Guadalupe Rd,85202
33.408432,-111.788766,261743,Mesa,AZ,1960 E Broadway Rd,85204
33.415214,-111.690585,266298,Mesa,AZ,6515 E Main St,85205
33.4156,-111.744,442220,Mesa,AZ,4016 E Main St,85205
33.3793613,-111.6855435,247425,Mesa,AZ,6920 E Baseline Rd,85209
33.394061,-111.82262,257852,Mesa,AZ,1145 S Mesa Dr,85210
33.4670321,-111.6840409,176742,Mesa,AZ,2824 N Power Rd,85215
31.3409899,-110.9360849,371518,Nogales,AZ,441 N Grand Ave,85621
34.1524578,-114.2842809,670415,Parker,AZ,Riverside Dr,85344
34.1526681,-114.2836437,382718,Parker,AZ,518 W Riverside Dr,85344
34.2376529,-111.3230166,246179,Payson,AZ,307 S Beeline Hwy,85541
33.582283,-112.272032,107846,Peoria,AZ,10845 N 99th Ave,85345
33.5958645,-112.2194106,209620,Peoria,AZ,7440 W Cactus Rd,85381
33.683023,-112.23726,211701,Peoria,AZ,8248 W Deer Valley Rd,85382
33.479524,-112.073641,26933,Phoenix,AZ,2819 N Central Ave,85004
33.4629,-112.005,442328,Phoenix,AZ,1229 N 35th St,85008
33.509691,-112.061068,320460,Phoenix,AZ,914 E Camelback Rd,85014
33.495168,-112.099373,18977,Phoenix,AZ,1850 W Indian School Rd,85015
33.480426,-112.028729,35485,Phoenix,AZ,2442 E Thomas Rd,85016
33.523115,-112.133882,384132,Phoenix,AZ,5833 N 35th Ave,85017
33.4800447,-111.9621376,48761,Phoenix,AZ,5532 E Thomas Rd,85018
33.49529,-112.003723,43074,Phoenix,AZ,3602 E Indian School Rd,85018
33.494549,-112.002921,659259,Phoenix,AZ,3601 E Indian School Rd,85018
33.502132,-111.99576,612050,Phoenix,AZ,4410 N 40th St,85018-4128
33.48058,-112.151293,617352,Phoenix,AZ,4286 W Thomas Rd,85019
33.480851,-112.150647,110618,Phoenix,AZ,4284 W Thomas Rd,85019
33.56079,-112.064972,317564,Phoenix,AZ,8501 N 7th St,85020
33.5676083,-112.1015788,314495,Phoenix,AZ,1945 W Dunlap Ave,85021
33.5518,-112.1,442329,Phoenix,AZ,7813 N 19th Ave,85021
33.6255463,-112.098785,294700,Phoenix,AZ,1855 W Greenway Rd,85023
33.654709,-112.06341,268550,Phoenix,AZ,751 E Union Hills Dr,85024
33.698742,-112.14088,275488,Phoenix,AZ,3632 W Pinnacle Peak Rd,85027
33.5846,-111.978,442330,Phoenix,AZ,10855 North Tatum Boulevard,85028
33.584978,-111.97782,856788,Phoenix,AZ,"10855 N Tatum Blvd, Ste 110",85028-3055
33.640721,-112.006106,364036,Phoenix,AZ,3510 E Bell Rd,85032
33.5968819,-112.0148544,288573,Phoenix,AZ,3121 E Cactus Rd,85032
33.6130455,-111.9777713,279691,Phoenix,AZ,13843 N Tatum Blvd,85032
33.640402,-112.010753,256904,Phoenix,AZ,3329 E Bell Rd,85032
33.495576,-112.223832,192847,Phoenix,AZ,7606 W Indian School Rd,85033
33.480678,-112.202882,195165,Phoenix,AZ,6650 W Thomas Rd,85033
33.495,-112.239,442331,Phoenix,AZ,4130 N 83rd Ave,85033
33.4668,-112.167675,103776,Phoenix,AZ,5030 W Mcdowell Rd,85035
33.3922526,-112.0694932,308299,Phoenix,AZ,324 E Southern Ave,85040
33.4229,-112.226,442333,Phoenix,AZ,7710 West Lower Buckeye Road,85043
33.4317,-112.172,442332,Phoenix,AZ,5216 W Mohave St,85043
33.423019,-112.225754,856970,Phoenix,AZ,"7710 W Lower Buckeye Rd, Ste 110",85043-3452
33.337702,-111.994421,390892,Phoenix,AZ,12020 S Warner Elliot Loop,85044
33.305537,-112.056681,397266,Phoenix,AZ,1241 E Chandler Blvd,85048
33.540124,-112.133847,376849,Phoenix,AZ,7045 N 35th Ave,85051
33.580612,-112.133661,374950,Phoenix,AZ,10411 N 35th Ave,85051
33.8640117,-112.1347018,258812,Phoenix,AZ,3655 W Anthem Way,85086
33.843052,-112.13493,637748,Phoenix,AZ,39506 N Daisy Mountain Dr,85086
33.8640117,-112.1347018,856799,Phoenix,AZ,3655 W Anthem Way,85086
34.5887,-112.474,442439,Prescott,AZ,2971 Willow Creek Rd,86301
34.5448125,-112.4686409,244640,Prescott,AZ,223 N Cortez St,86301
34.60895,-112.321082,242494,Prescott Valley,AZ,4572 N Robert Rd,86314
33.209687,-111.662494,647980,Queen Creek,AZ,7205 S Power Rd,85142
33.251666,-111.666874,644052,Queen Creek,AZ,20928 E Heritage Loop Rd,85142
33.18925,-111.645708,623086,Queen Creek,AZ,3071 W Hunt Hwy,85142
32.83454,-109.71147,57204,Safford,AZ,410 W 5th St,85546
33.510187,-111.911536,348973,Scottsdale,AZ,7908 E Chaparral Rd,85250
33.5371237,-111.9085582,342885,Scottsdale,AZ,6929 N Hayden Rd,85250
33.637062,-111.926159,248428,Scottsdale,AZ,16610 N Scottsdale Rd,85254
33.697481,-111.889828,235868,Scottsdale,AZ,23359 N Pima Rd,85255
33.4611,-111.926,442476,Scottsdale,AZ,1135 N Scottsdale Rd,85257
33.4779,-111.926,442475,Scottsdale,AZ,2629 N Scottsdale Rd,85257
33.5895721,-111.8351876,330296,Scottsdale,AZ,11445 E Via Linda,85259
33.5835,-111.883,442477,Scottsdale,AZ,9160 E Shea Blvd # 5,85260
34.864438,-111.793064,235742,Sedona,AZ,1890 W Highway 89a,86336
34.254272,-110.029445,60346,Show Low,AZ,1240 E Deuce Of Clubs,85901
31.5546,-110.261,442510,Sierra Vista,AZ,3670 E Fry Blvd,85635
31.5545545,-110.3009857,378087,Sierra Vista,AZ,209 W Fry Blvd,85635
33.6379642,-112.2719555,205107,Sun City,AZ,9845 W Bell Rd,85351
33.65799,-112.3619,685979,Sun City West,AZ,13930 W Camino Del Sol,85375
33.6387778,-112.3904404,206950,Surprise,AZ,15332 W Bell Rd,85374
33.420181,-111.92586,311145,Tempe,AZ,903 S Rural Rd,85281
33.4147,-111.92671,685185,Tempe,AZ,861 E Apache Blvd,85281
33.414645,-111.931328,646467,Tempe,AZ,681 E Apache Blvd,85281
33.3923,-111.911,442541,Tempe,AZ,3308 S. Mcclintock Dr.,85282
33.407834,-111.953946,403210,Tempe,AZ,930 W Broadway Rd,85282
33.36762,-111.911275,652301,Tempe,AZ,6016 S Mcclintock Dr,85283
33.3637564,-111.9302463,393013,Tempe,AZ,709 E Guadalupe Rd,85283
33.3354151,-111.9456251,223452,Tempe,AZ,8830 S Kyrene Rd,85284
32.320184,-110.975459,73881,Tucson,AZ,6261 N Oracle Rd,85704
32.280073,-110.979372,95885,Tucson,AZ,4033 N Oracle Rd,85705
32.134864,-110.968312,396929,Tucson,AZ,6450 S 6th Ave,85706
32.220127,-110.810751,50308,Tucson,AZ,8486 E Broadway Blvd,85710
32.202035,-110.875598,345762,Tucson,AZ,1620 S Craycroft Rd,85711
32.229034,-110.887212,208678,Tucson,AZ,4937 E 5th St,85711-2201
32.236399,-110.868549,37310,Tucson,AZ,5805 E Speedway Blvd,85712
32.191008,-110.966273,332929,Tucson,AZ,2750 S 4th Ave,85713
32.176388,-111.002551,327433,Tucson,AZ,1751 W Ajo Way,85713
32.206631,-110.933126,343835,Tucson,AZ,2624 E 22nd St,85713
32.1765,-110.934,442604,Tucson,AZ,2500 E Ajo Way,85713
32.169365,-110.91768,598778,Tucson,AZ,4565 S Palo Verde Rd,85714
32.264856,-110.926162,22539,Tucson,AZ,3118 E Fort Lowell Rd,85716
32.28649,-110.9611,622355,Tucson,AZ,4390 N 1st Ave,85719
32.2348536,-110.956765,68399,Tucson,AZ,1033 N Park Ave,85719
32.192473,-110.808011,366690,Tucson,AZ,8615 E Golf Links Rd,85730
32.396131,-110.994178,68072,Tucson,AZ,10420 N La Canada Dr,85737
32.339977,-111.015311,442606,Tucson,AZ,7401 N La Cholla Blvd,85741
32.323698,-111.043225,83586,Tucson,AZ,3682 W Orange Grove Rd,85741
32.347029,-111.099967,626500,Tucson,AZ,7730 N Cortaro Rd,85743
32.34999,-111.09922,90294,Tucson,AZ,7850 N Silverbell Rd,85743
32.251,-111.0,442607,Tucson,AZ,1570 W Grant Rd,85745
32.229248,-110.995119,358349,Tucson,AZ,1402 W Saint Marys Rd,85745
32.105976,-110.801851,323413,Tucson,AZ,8045 S Rita Rd,85747
32.258349,-110.800918,56056,Tucson,AZ,8963 E Tanque Verde Rd,85749
32.308832,-110.847245,686379,Tucson,AZ,6866 E Sunrise Dr,85750
32.3088418,-110.8459801,32887,Tucson,AZ,6855 E Sunrise Dr,85750
33.972308,-112.722384,64471,Wickenburg,AZ,"472 E Wickenburg Way, Ste 201",85390
35.0370501,-110.6978567,65811,Winslow,AZ,1519 N Park Dr,86047
35.035865,-110.697928,598504,Winslow,AZ,1519b N Park Dr,86047
32.6969995,-114.6504414,89306,Yuma,AZ,"1701 S Avenue B, Ste 104",85364
32.7141487,-114.6246418,84641,Yuma,AZ,712 S 4th Ave,85364
32.6694865,-114.6126328,81312,Yuma,AZ,710 E 32nd St,85365
32.666189,-114.4098367,72002,Yuma,AZ,11361 S Foothills Blvd,85367
42.0224976,-93.6517289,80382,Ames,IA,118 Hayward Ave,50014
41.7329204,-93.60029,154519,Ankeny,IA,117 N Ankeny Blvd,50023
43.3689,-95.1275,437366,Arnolds Park,IA,70 N Okoboji Grove Rd,51331
41.5560969,-90.5172413,134875,Bettendorf,IA,3232 Utica Ridge Rd,52722
42.0417,-93.8783,437383,Boone,IA,1328 S Marshall St,50036
40.802743,-91.102043,638241,Burlington,IA,629 S Main St,52601
40.8076637,-91.1407164,200096,Burlington,IA,3200 Division St,52601
42.513175,-92.4400063,221522,Cedar Falls,IA,6826 University Ave,50613
42.0207734,-91.6651555,148147,Cedar Rapids,IA,4105 Center Point Rd NE,52402
41.9627107,-91.7025178,140293,Cedar Rapids,IA,2210 16th Ave SW,52404
41.8588,-90.1848,437443,Clinton,IA,1320 N 2nd St,52732
41.6834,-91.5951,437459,Coralville,IA,889 22nd Ave,52241
41.2618687,-95.8735512,174947,Council Bluffs,IA,2004 W Broadway,51501
41.585649,-90.571272,123062,Davenport,IA,1908 S Brady St,52803
41.55694,-90.545,650326,Davenport,IA,2186 E Kimberly Rd,52807
41.588551,-93.622968,108176,Des Moines,IA,401 Grand Ave,50309
41.629887,-93.660364,176697,Des Moines,IA,3105 Douglas Ave,50310
41.5264645,-93.6259349,199075,Des Moines,IA,902 Army Post Rd,50315
41.6223,-93.6056,437524,Des Moines,IA,910 E Hull Ave,50316
41.6005635,-93.5601985,185821,Des Moines,IA,2912 E University Ave,50317
41.5263497,-93.5954916,184069,Des Moines,IA,1430 E Army Post Rd,50320
41.5464867,-93.6450988,609142,Des Moines,IA,Fleur Dr,50321
41.545267,-93.64508,842210,Des Moines,IA,4214 Fleur Dr,50321-2326
42.5113385,-90.6699996,103166,Dubuque,IA,2013 Central Ave,52001
42.528477,-90.714667,655084,Dubuque,IA,2724 Tiffany Ct,52001
42.5004476,-90.7217793,223554,Dubuque,IA,3412 Pennsylvania Ave,52002
42.5011107,-94.1788258,233662,Fort Dodge,IA,1430 5th Ave S,50501
41.6528282,-91.5403511,168786,Iowa City,IA,529 S Riverside Dr,52246
41.6714789,-93.7365314,166781,Johnston,IA,6110 NW 86th St,50131
40.3998991,-91.3876531,248416,Keokuk,IA,1027 Main St,52632
42.7931,-96.1728,437652,Le Mars,IA,436 Plymouth St Sw,51031
42.0332755,-91.5946463,158027,Marion,IA,1396 7th Ave,52302
42.050491,-92.9129806,254476,Marshalltown,IA,104 N Center St,50158
43.150677,-93.1994778,269627,Mason City,IA,125 S Delaware Ave,50401
41.4469831,-91.0304846,146200,Muscatine,IA,2110 Park Ave,52761
41.6991564,-93.0331616,259186,Newton,IA,1606 1st Ave E,50208
41.0161685,-92.4384602,274709,Ottumwa,IA,1111 N Quincy Ave,52501
41.022249,-92.414217,631805,Ottumwa,IA,301 N Wapello St,52501
41.508425,-95.450919,651729,Shelby,IA,12 East St,51570
42.505129,-96.4167523,284885,Sioux City,IA,1400 Hamilton Blvd,51103
42.4707613,-96.3569784,297886,Sioux City,IA,3936 Transit Ave,51106
42.5412558,-96.359627,292716,Sioux City,IA,4021 Floyd Blvd,51108
42.6359,-95.1876,437806,Storm Lake,IA,6087 Highway 110,50588
41.628942,-93.723957,182244,Urbandale,IA,7620 Douglas Ave,50322
41.6381,-93.7732,437822,Urbandale,IA,11324 Aurora Avenue,50322
42.4942045,-92.3769111,127323,Waterloo,IA,1451 Ansborough Ave,50701
41.614904,-93.910763,194783,Waukee,IA,80 E Highway 6,50263
42.7257099,-92.476926,134496,Waverly,IA,501 W Bremer Ave,50677
41.572611,-93.733649,115185,West Des Moines,IA,1903 Ep True Pky,50265
41.5718,-93.733803,842209,West Des Moines,IA,"1903 Ep True Pkwy, #WEST",50265-7004
42.9556839,-85.4895217,167603,Ada,MI,7227 Thornapple River Dr SE,49301
41.8892497,-84.0558271,149023,Adrian,MI,1113 W Beecher St,49221
42.2452582,-84.753,154017,Albion,MI,101 S Superior St,49224
42.955711,-85.889119,188255,Allendale,MI,"10255 42nd Ave, Ofc A",49401
42.2827865,-83.7803603,2438,Ann Arbor,MI,243 N Maple Rd,48103-2823
42.2546706,-83.7509505,97942,Ann Arbor,MI,2282 S Main St,48103-5831
42.28849,-83.843862,1885,Ann Arbor,MI,25 Jackson Industrial Dr,48103-9113
42.3025447,-83.7058226,98568,Ann Arbor,MI,2715 Plymouth Rd,48105-2427
42.3173094,-83.6802248,98261,Ann Arbor,MI,30 Frank Lloyd Wright Dr,48105-9759
42.250188,-83.662737,97050,Ann Arbor,MI,4910 Washtenaw Ave,48108-1414
42.6697487,-83.233381,93412,Auburn Hills,MI,2791 University Dr,48326-2542
42.298742,-85.193903,12245,Battle Creek,MI,145 Columbia Ave E,49015
43.623946,-83.901395,37913,Bay City,MI,3865 Wilder Rd,48706
43.580225,-83.885497,52791,Bay City,MI,1213 Kosciuszko Ave,48708
42.202131,-83.500974,661182,Belleville,MI,901 W Huron River Dr,48111
42.2142446,-83.4868127,87933,Belleville,MI,11816 Belleville Rd,48111-2426
42.0870747,-86.4437166,1303,Benton Harbor,MI,610 E Napier Ave,49022
42.4895227,-83.1833498,75581,Berkley,MI,1745 Coolidge Hwy,48072-3040
43.687563,-85.4954895,174811,Big Rapids,MI,734 Perry Ave,49307
42.536591,-83.203557,81003,Birmingham,MI,33692 Woodward Ave,48009-0910
42.58227,-83.28081,631882,Bloomfield Hills,MI,3935 Telegraph Rd,48302
42.61862,-83.248351,446253,Bloomfield Hills,MI,1583 S Opdyke Rd,48304-1042
42.534842,-83.7831822,1672,Brighton,MI,714 W Grand River Ave,48116-2392
43.034325,-83.596764,85150,Burton,MI,5515 Davison Rd,48509
42.3362,-83.484,446266,Canton,MI,44976 N Spring Dr,48187
42.3524,-83.4305,446267,Canton,MI,39427 Joy Rd,48187
42.3076755,-83.4768731,88449,Canton,MI,44350 Cherry Hill Rd,48187-3274
42.314075,-84.020537,623563,Chelsea,MI,520 S Main St,48118-1525
42.6746889,-82.8027394,91740,Chesterfield,MI,30500 23 Mile Rd,48047-5723
42.5332984,-83.1530131,79583,Clawson,MI,419 W 14 Mile Rd,48017-1927
41.9548,-85.0005,446288,Coldwater,MI,503 Marshall Street,49036
42.598274,-83.446068,92598,Commerce Twp,MI,2527 Union Lake Rd,48382
43.0229,-83.5178,446295,Davison,MI,717 S State Rd,48423
42.32438,-83.271964,76905,Dearborn,MI,1804 N Telegraph Rd,48128-1270
42.356103,-83.064249,71206,Detroit,MI,4823 Woodward Ave,48201-1309
42.3614322,-83.0673426,603055,Detroit,MI,5564 Woodward Ave,48202-3804
42.4237232,-82.9851714,72754,Detroit,MI,13250 Gratiot Ave,48205-3408
42.3084086,-83.1348963,710759,Detroit,MI,8829 W Vernor Hwy,48209
42.3082592,-83.1350247,74436,Detroit,MI,8928 W Vernor Hwy,48209-1440
42.358106,-82.999915,68782,Detroit,MI,7968 Kercheval St,48214-2439
42.3120871,-83.0818425,68881,Detroit,MI,3810 W Jefferson Ave,48216-1609
42.4215293,-83.1409048,73654,Detroit,MI,17520 Livernois Ave,48221-2761
42.406183,-82.928863,349927,Detroit,MI,17140 E Warren Ave,48224
42.331966,-83.044915,669529,Detroit,MI,65 Cadillac Sq,48226
42.415592,-83.205077,74502,Detroit,MI,16005 W Mcnichols Rd,48235-3547
41.9838024,-86.1237251,120208,Dowagiac,MI,817 Spruce St,49047
41.9968036,-86.107308,637042,Dowagiac,MI,Michigan 51,49047
42.734234,-84.493768,55766,East Lansing,MI,143 N Harrison Rd,48823
42.757695,-84.475202,59760,East Lansing,MI,3330 E Lake Lansing Rd,48823
42.256848,-83.138954,603923,Ecorse,MI,3810 W Jefferson Ave,48229
45.745537,-87.080267,188464,Escanaba,MI,2313 Ludington St,49829
42.4570014,-83.3579575,83124,Farmington,MI,31606 Grand River Ave,48336-4234
42.8030123,-83.7243258,67540,Fenton,MI,2811 W Silver Lake Rd,48430
43.033403,-83.664895,75377,Flint,MI,1907 Davison Rd,48506
42.983704,-83.693208,83577,Flint,MI,4402 Fenton Rd,48507
43.0023,-83.7406,446344,Flint,MI,4084 Corunna Rd,48532
43.04619,-82.450268,623966,Fort Gratiot,MI,4695 Lakeshore Ter,48059
42.9291763,-83.596702,4205,Grand Blanc,MI,11946 Belsay Rd,48439-1703
43.0452531,-86.2203771,78705,Grand Haven,MI,1705 S Beacon Blvd,49417
42.7408114,-84.7462529,67724,Grand Ledge,MI,327 E Saginaw Hwy,48837
42.985996,-85.683455,621422,Grand Rapids,MI,619 Leonard St Nw,49504
42.985927,-85.707773,141066,Grand Rapids,MI,1602 Leonard St NW,49504
42.9577266,-85.6358801,149181,Grand Rapids,MI,1335 Lake Dr SE,49506
42.8547314,-85.6283832,668244,Grand Rapids,MI,60th St Se,49508
42.8547218,-85.6287002,156673,Grand Rapids,MI,1437 60th St SE,49508
42.9108,-85.608,446378,Grand Rapids,MI,2903 Breton Rd Se,49512
43.03029,-85.62977,683413,Grand Rapids,MI,3678 Plainfield Ave Ne,49525
42.43953,-82.907972,187851,Grosse Pointe,MI,20431 Mack Ave,48236
42.43953,-82.907972,853880,Grosse Pointe,MI,20431 Mack Ave,48236
42.446797,-83.087518,55043,Highland Park,MI,1640 E 8 Mile Rd,48203
41.9212208,-84.632814,660584,Hillsdale,MI,Mc Collum St,49242
41.9313,-84.6414177,159212,Hillsdale,MI,210 W Carleton Rd,49242
41.929969,-84.641615,639250,Hillsdale,MI,212 W Carleton Rd,49242
42.7697871,-86.1160226,197387,Holland,MI,738 Michigan Ave,49423
42.8053381,-86.1149213,126632,Holland,MI,"264 N River Ave, #20",49424
